date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2023-11-05,63,11.7805,8.1305,9.657583,9.457133,5.14919,6.9154563,0,0,39.199997,39.199997,0,22,22.751316,36,81.33269,2.9,0.55013454
2023-11-06,61,11.1305,8.830501,9.509666,9.251951,6.635953,7.242883,0,0,16,16,0,15,16.09969,30.239998,82.267494,1.65,0.43952906
2023-11-07,61,9.2805,6.6305003,8.584666,7.8437557,2.6250868,4.7754436,0,0,3.3,3.3,0,6,32.048088,51.48,279.20834,6.28,1.0193148
2023-11-08,51,8.330501,5.4805,7.0555,5.8722496,2.795826,4.4866967,0,0,1.3000002,1.3000002,0,9,14.05845,21.96,79.95181,1.39,0.32688826
2023-11-09,61,9.6805,4.0805,6.8242493,7.539673,1.6556072,4.2022905,0,0,6.6,6.6,0,8,18.35647,29.519999,101.76827,2.11,0.4975983
2023-11-10,63,8.080501,5.0305004,7.02425,5.2018223,2.0770879,3.978419,0,0,19.2,19.2,0,22,27.698954,45.36,123.690094,1.43,0.26469892
2023-11-11,63,10.5305,4.2805004,8.226334,7.758933,1.708314,5.005324,0,0,30.7,30.7,0,13,37.11319,60.120003,181.10793,4.18,0.6481301
2023-11-12,63,9.3805,3.9305,7.072167,7.09896,0.3593645,3.4600976,0,0,11.8,11.8,0,13,26.302181,41.039997,78.51803,2.31,0.6302504
2023-11-13,53,7.9305,1.9805,6.3034167,5.8154755,-0.45126557,3.771231,0,0,1.1,1.1,0,4,15.175612,31.319998,284.48608,6.18,0.6208199
2023-11-14,3,7.5305004,1.2804999,4.3638334,5.1569834,-1.4485533,2.044496,0,0,0,0,0,0,8.707238,16.56,310.50943,5.14,0.5727275
2023-11-15,51,7.0805,2.4305,4.3867507,3.85608,-0.13047886,1.8997978,0,0,0.4,0.4,0,3,15.827721,27.359999,323.13004,3.42,0.4577598
2023-11-16,2,6.6805,0.7305,3.0575836,4.17525,-1.8492038,0.3887767,0,0,0,0,0,0,8.287822,12.959999,329.90152,6,0.6147556
2023-11-17,0,8.0305,1.4805,5.1617503,5.4805384,-1.8590455,2.4233525,0,0,0,0,0,0,8.669949,15.119999,324.22977,6.04,0.68493986
2023-11-18,55,10.080501,3.0305,6.9659176,7.9906178,-0.40726018,4.568035,0,0,1,1,0,1,12.224107,18,68.101746,5.91,0.73517936
2023-11-19,63,8.4805,5.6805,7.190916,5.3472824,2.2177854,3.4718435,0,0,11.6,11.6,0,9,29.899511,48.96,270.33698,5.17,0.8288544
2023-11-20,3,8.3805,3.2805,5.345083,6.8238716,-0.32815075,2.7007751,0,0,0,0,0,0,15.03835,25.919998,75.07834,5.1,0.5872604
2023-11-21,61,9.330501,2.8805,6.213833,5.8714237,-0.3010924,3.192578,0,0,8.299999,8.299999,0,6,15.496736,24.48,84.17107,1.9,0.6398458
2023-11-22,3,7.3805003,3.0305,5.688833,4.9339437,0.21285963,3.1269531,0,0,0,0,0,0,14.458382,23.4,303.42307,3.68,0.4223167
2023-11-23,0,6.8805003,1.9805,3.8909168,2.9367757,-0.98095274,0.81859976,0,0,0,0,0,0,15.629971,25.919998,301.7769,5.48,0.5711529
2023-11-24,1,6.6305003,1.6805,4.601333,3.3687377,-2.301823,1.4586722,0,0,0,0,0,0,11.988594,19.44,301.3363,5.52,0.6187212
2023-11-25,3,6.5305004,1.8305,3.8075829,3.9123363,-0.61460304,1.3202456,0,0,0,0,0,0,10.630672,16.919998,293.80118,5.14,0.46027312
2023-11-26,3,6.1805,1.7305,4.2742496,4.2238674,-1.3096981,1.874808,0,0,0,0,0,0,8.39657,14.4,289.94373,4.51,0.42790076
2023-11-27,3,6.7305,1.9805,3.9846666,4.840393,-1.0368104,1.6507078,0,0,0,0,0,0,8.350138,14.4,286.7739,4.63,0.4320986
2023-11-28,3,4.8805003,0.4305,2.5825837,2.85611,-2.9407477,0.15456943,0,0,0,0,0,0,8.891343,13.32,271.83768,4.23,0.37956688
2023-11-29,3,4.5305004,-0.119500004,2.2659168,1.6854606,-3.0226529,-0.41978732,0,0,0,0,0,0,7.127636,14.04,332.39758,4.77,0.44445124
2023-11-30,73,5.5305004,-0.86950004,2.4825835,2.832469,-4.2669406,-0.91806525,0,0,5.2999997,4.6,0.48999998,8,25.620771,40.32,92.71666,1.46,0.37053892
2023-12-01,61,4.0805,1.6305,3.0784166,1.5008144,-3.583694,-0.7292375,0,0,14.8,14.8,0,19,22.881958,37.8,76.26915,1.5,0.21645555
2023-12-02,63,7.1305003,2.0805,4.5554996,4.7475014,-2.0526028,1.19882,0,0,16.9,16.9,0,6,22.065973,39.96,66.57153,4.71,0.46301526
2023-12-03,73,7.4805,3.3805,5.1388335,4.93474,-1.0059211,1.9395691,0,0,8.7,8.400001,0.21000001,10,26.82906,43.199997,71.36622,2.06,0.3368303
2023-12-04,63,8.9805,4.1305003,6.5221667,5.95144,0.91886616,3.4079397,0,0,45.1,45.1,0,18,21.605999,34.92,85.18316,0.49,0.22032706
2023-12-05,63,11.080501,7.8305,9.405499,10.597318,5.6059933,7.5505753,0,0,15.800001,15.800001,0,14,18,34.2,99.013695,2.37,0.27753404
2023-12-06,61,8.6305,1.9305,6.8909173,7.354145,-1.0340157,4.680967,0,0,7.7999988,7.7999988,0,13,15.941944,25.919998,0.6330677,1.68,0.25041422
2023-12-07,53,5.5805,1.9805,4.3971667,2.7993932,-0.8272891,1.4826075,0,0,4.5,4.5,0,12,18.486622,29.88,291.08237,1.35,0.25425234
2023-12-08,3,4.5805,-0.86950004,1.9117502,2.0173812,-4.6107445,-1.0381137,0,0,0,0,0,0,10.00256,15.84,55.281326,3.28,0.31390893
2023-12-09,75,4.7805004,1.9305,2.8950834,0.91210747,-3.7816215,-1.2713982,0,0,22.599997,12.1,7.3500004,14,25.764534,41.039997,72.2575,0.29,0.2780707
2023-12-10,61,6.6305003,4.1805,5.4950824,4.98316,1.680541,3.2379253,0,0,9.300001,9.300001,0,22,12.522619,22.68,54.88792,0.64,0.18589893
2023-12-11,51,7.7305,2.5805,5.5138335,5.5429363,-0.08724737,3.1550667,0,0,0.3,0.3,0,3,10.495713,16.919998,304.436,4.61,0.4272919
2023-12-12,3,5.6805,2.2805,3.820083,3.7261152,-0.7149596,1.4694735,0,0,0,0,0,0,9,14.04,354.74625,3.4,0.33854717
2023-12-13,53,8.2805,1.7305,4.87425,5.61248,-2.0038638,1.7795091,0,0,1,1,0,4,11.090103,17.64,79.442406,0.71,0.43662032
2023-12-14,61,7.2805004,2.9805,5.4513326,5.825509,0.51389885,3.0381544,0,0,9.999999,9.999999,0,10,11.384199,17.28,56.53232,1.26,0.25276086
2023-12-15,63,9.330501,4.5305004,6.7013326,7.942054,1.5873809,4.6990447,0,0,7.2000003,7.2000003,0,5,10.990322,18.72,75.963745,3.47,0.38637766
2023-12-16,3,7.5805,2.6805,5.1096663,6.1721077,-1.1529365,2.59539,0,0,0,0,0,0,12.0694,14.759999,62.1946,3.05,0.40297684
2023-12-17,63,7.5805,3.4305,6.0367503,5.336507,0.4582386,3.4211977,0,0,7.6,7.6,0,3,17.462782,28.44,293.64838,2.15,0.28702074
2023-12-18,63,8.0305,3.6305,6.276333,6.660118,0.9132042,4.448608,0,0,6.4,6.4,0,7,9.826088,15.4800005,76.405136,2.41,0.28832936
2023-12-19,61,8.830501,6.0805,7.4867496,7.8832245,4.0440807,5.729796,0,0,8.9,8.9,0,19,10.239453,17.28,59.589073,0.72,0.19278994
2023-12-20,51,9.5305,7.9305,8.686749,7.7947855,5.3700676,6.5444984,0,0,1.4000002,1.4000002,0,7,14.113653,21.96,100.121826,1.52,0.23348925
2023-12-21,55,9.0305,6.5805,8.04925,7.1973286,3.8178635,5.435879,0,0,3.8,3.8,0,10,17.283749,28.08,94.715294,0.82,0.19937909
2023-12-22,61,7.4805,4.1805,6.2450833,4.6936007,-0.45873427,1.9815277,0,0,7.2,7.2,0,14,30.453527,48.239998,274.42938,2.05,0.4244323
2023-12-23,3,4.9805,-0.16950001,2.32425,1.4130478,-3.8503118,-0.9696893,0,0,0,0,0,0,15.517629,26.28,75.31006,3.1,0.31472877
2023-12-24,71,5.1305003,-0.5195,2.3555,1.2543826,-4.1685762,-1.1471735,0,0,0.70000005,0.6,0.07,3,14.799459,23.759998,81.07879,1.02,0.42306077
2023-12-25,71,9.0305,4.2305,6.7930007,4.117098,0.59511995,2.9715614,0,0,16.5,16.300001,0.14,14,29.519999,47.88,92.755066,0.51,0.6215048
2023-12-26,63,9.080501,4.9805,7.228417,5.86983,2.0940719,4.116821,0,0,6.1,6.1,0,6,30.30208,48.239998,103.95142,3.74,0.543605
2023-12-27,53,10.2805,5.3305,7.465917,6.2808466,2.1587715,4.0493364,0,0,4.8999996,4.8999996,0,11,26.168804,43.92,96.53204,0.83,0.58694917
2023-12-28,63,10.1305,7.0805,8.747166,6.941614,2.9194584,5.225777,0,0,22.000002,22.000002,0,18,29.239891,48.239998,71.62837,1.26,0.58416814
2023-12-29,51,10.2805,6.3805003,8.46175,9.548851,3.7002926,6.5823007,0,0,0.1,0.1,0,1,18.532133,29.16,65.46763,2.33,0.4131721
2023-12-30,63,9.9805,7.5805,9.070085,7.6336,5.774784,6.69623,0,0,21.099998,21.099998,0,23,17.414476,27,81.98079,1.11,0.3835496
2023-12-31,61,7.3305,3.2305,6.0888343,5.426589,0.0770216,3.7341166,0,0,9.000001,9.000001,0,13,11.525623,18.359999,93.849556,1.62,0.22184888
